age,education_level,race,sex,over_50k,over_50k_text,count
33,High school,White,Male,0,False,1
28,Some college,Black,Male,0,False,1
39,Bachelors,White,Female,1,True,1
25,High school,White,Male,0,False,1
33,Bachelors,White,Male,0,False,1
34,Did not complete high school,White,Female,0,False,1
53,High school,White,Male,1,True,1
21,Associates,White,Male,0,False,1
31,Doctorate,White,Male,1,True,1
63,High school,White,Male,0,False,1
21,Some college,White,Male,0,False,1
59,High school,White,Male,1,True,1
50,Did not complete high school,Black,Female,0,False,1
66,High school,White,Female,0,False,1
19,High school,White,Male,0,False,1
31,Bachelors,White,Male,0,False,1
23,Bachelors,White,Female,0,False,1
45,Associates,White,Female,1,True,1
35,Bachelors,White,Male,0,False,1
32,Bachelors,White,Male,0,False,1
20,Did not complete high school,White,Female,0,False,1
38,High school,White,Male,1,True,1
49,High school,Asian-Pac-Islander,Female,0,False,1
64,High school,White,Female,0,False,1
60,Did not complete high school,White,Male,0,False,1
25,Bachelors,White,Female,0,False,1
21,High school,White,Male,0,False,1
26,High school,White,Female,0,False,1
23,Some college,White,Male,0,False,1
67,Masters,White,Male,1,True,1
24,High school,White,Female,0,False,1
46,Did not complete high school,White,Female,0,False,1
38,Doctorate,Asian-Pac-Islander,Male,0,False,1
20,Did not complete high school,White,Male,0,False,1
28,Some college,White,Female,0,False,1
26,Bachelors,White,Male,0,False,1
58,High school,White,Male,0,False,1
31,Some college,Asian-Pac-Islander,Male,0,False,1
37,Associates,Black,Male,0,False,1
53,Doctorate,White,Male,1,True,1
45,Did not complete high school,Black,Female,0,False,1
33,High school,White,Female,0,False,1
33,Masters,Black,Male,0,False,1
35,High school,White,Male,0,False,1
60,High school,Black,Male,0,False,1
21,Some college,White,Female,0,False,1
38,Did not complete high school,Black,Male,0,False,1
40,Associates,White,Female,0,False,1
40,Some college,White,Female,1,True,1
44,Professional school,White,Male,1,True,1
27,Some college,White,Male,0,False,1
34,Some college,White,Male,1,True,1
20,Some college,White,Male,0,False,1
49,Some college,White,Male,0,False,1
37,Some college,White,Male,1,True,1
52,Did not complete high school,White,Male,1,True,1
46,Some college,Black,Male,0,False,1
20,Some college,Asian-Pac-Islander,Female,0,False,1
43,High school,White,Male,0,False,1
46,Bachelors,White,Female,1,True,1
25,Some college,White,Female,0,False,1
48,Bachelors,White,Male,0,False,1
36,Some college,White,Male,0,False,1
37,High school,White,Male,1,True,1
18,Some college,White,Male,0,False,1
42,Masters,White,Male,1,True,1
60,Associates,White,Male,0,False,1
37,Some college,White,Male,1,True,1
44,Associates,Black,Male,0,False,1
32,Did not complete high school,White,Male,0,False,1
29,Bachelors,White,Female,0,False,1
42,Masters,White,Male,1,True,1
17,Did not complete high school,White,Male,0,False,1
41,Did not complete high school,White,Female,0,False,1
34,Some college,White,Female,1,True,1
56,Did not complete high school,White,Female,0,False,1
28,Some college,White,Male,0,False,1
28,Did not complete high school,White,Male,0,False,1
19,Did not complete high school,White,Male,0,False,1
49,Some college,White,Male,1,True,1
36,Some college,White,Female,0,False,1
25,Some college,White,Male,0,False,1
42,Bachelors,White,Male,0,False,1
47,Professional school,White,Male,1,True,1
26,Some college,White,Male,0,False,1
35,Some college,White,Male,0,False,1
37,High school,White,Male,0,False,1
39,High school,Amer-Indian-Eskimo,Male,0,False,1
42,High school,White,Male,1,True,1
41,Some college,White,Female,1,True,1
23,Some college,White,Female,0,False,1
31,High school,White,Male,0,False,1
36,Some college,White,Male,1,True,1
20,Some college,White,Female,0,False,1
36,Some college,White,Male,0,False,1
50,High school,White,Male,1,True,1
37,High school,White,Male,0,False,1
25,Bachelors,White,Male,1,True,1
39,Some college,White,Female,0,False,1
32,High school,White,Female,0,False,1
59,Some college,White,Female,0,False,1
29,Bachelors,White,Male,0,False,1
50,High school,Black,Male,0,False,1
42,Associates,White,Male,0,False,1
32,Some college,White,Male,0,False,1
48,Associates,White,Male,1,True,1
20,High school,White,Male,0,False,1
50,Did not complete high school,White,Male,0,False,1
18,Some college,White,Male,0,False,1
60,Masters,White,Male,0,False,1
60,Some college,White,Male,0,False,1
42,Masters,White,Male,0,False,1
49,High school,White,Female,0,False,1
35,Some college,White,Female,0,False,1
30,Associates,White,Male,0,False,1
59,Some college,White,Male,1,True,1
24,High school,Black,Male,1,True,1
55,Associates,White,Female,0,False,1
19,High school,White,Female,0,False,1
39,High school,White,Male,0,False,1
48,Some college,White,Female,0,False,1
44,Bachelors,White,Male,1,True,1
21,Some college,White,Male,0,False,1
23,Bachelors,Black,Male,0,False,1
22,Some college,White,Male,0,False,1
55,Masters,White,Male,1,True,1
19,Some college,White,Female,0,False,1
23,Some college,White,Male,0,False,1
46,High school,White,Male,1,True,1
23,Bachelors,White,Female,0,False,1
47,Masters,White,Male,1,True,1
23,Some college,White,Female,0,False,1
42,Some college,White,Male,1,True,1
22,Bachelors,White,Female,0,False,1
18,High school,White,Male,0,False,1
37,Bachelors,White,Male,1,True,1
34,Did not complete high school,White,Male,0,False,1
30,Associates,White,Female,0,False,1
62,Some college,White,Female,0,False,1
51,Some college,White,Male,0,False,1
34,High school,Black,Male,0,False,1
28,Masters,White,Male,0,False,1
56,Did not complete high school,White,Male,0,False,1
46,High school,White,Female,0,False,1
46,Some college,White,Male,1,True,1
23,Some college,White,Female,0,False,1
33,Bachelors,Black,Female,0,False,1
27,High school,Asian-Pac-Islander,Male,0,False,1
21,Some college,Black,Female,0,False,1
18,High school,White,Male,0,False,1
36,Did not complete high school,White,Male,1,True,1
37,Bachelors,White,Female,0,False,1
39,Did not complete high school,White,Male,0,False,1
36,High school,White,Male,1,True,1
24,Associates,White,Male,0,False,1
26,Associates,Black,Female,0,False,1
37,High school,White,Female,0,False,1
34,High school,White,Male,0,False,1
33,High school,White,Female,0,False,1
33,High school,White,Male,0,False,1
20,High school,White,Female,0,False,1
26,Some college,White,Female,0,False,1
47,High school,White,Female,1,True,1
17,Did not complete high school,White,Female,0,False,1
53,Associates,White,Male,0,False,1
31,Some college,White,Female,0,False,1
34,Did not complete high school,White,Male,0,False,1
23,Did not complete high school,White,Male,0,False,1
39,Bachelors,White,Male,1,True,1
22,High school,White,Female,0,False,1
21,Some college,White,Female,0,False,1
40,High school,Black,Female,0,False,1
54,Masters,White,Male,1,True,1
32,Bachelors,Asian-Pac-Islander,Male,0,False,1
29,High school,White,Female,0,False,1
68,Some college,Black,Female,0,False,1
27,Bachelors,White,Male,1,True,1
54,Some college,White,Male,1,True,1
23,High school,White,Female,0,False,1
38,Masters,White,Male,1,True,1
54,High school,White,Female,0,False,1
21,Some college,Asian-Pac-Islander,Male,0,False,1
40,Associates,White,Male,0,False,1
19,Did not complete high school,White,Female,0,False,1
21,High school,White,Male,0,False,1
35,Bachelors,Black,Female,0,False,1
39,Some college,White,Female,0,False,1
38,High school,White,Male,0,False,1
41,Did not complete high school,White,Male,1,True,1
26,Some college,White,Female,0,False,1
35,High school,White,Female,0,False,1
70,Some college,White,Male,0,False,1
45,Did not complete high school,White,Male,0,False,1
83,High school,White,Male,0,False,1
59,High school,White,Female,0,False,1
18,Did not complete high school,Black,Male,0,False,1
31,High school,White,Male,0,False,1
43,Masters,White,Female,1,True,1
24,Bachelors,White,Female,0,False,1
33,Associates,White,Male,0,False,1
48,Masters,White,Female,0,False,1
27,Bachelors,White,Male,0,False,1
41,High school,White,Male,0,False,1
25,High school,White,Female,0,False,1
53,High school,White,Male,1,True,1
66,Professional school,White,Male,0,False,1
31,Some college,White,Male,1,True,1
30,Bachelors,White,Male,0,False,1
22,High school,White,Male,0,False,1
47,Bachelors,White,Male,1,True,1
74,High school,White,Male,1,True,1
37,Some college,Black,Male,1,True,1
35,Some college,White,Male,0,False,1
51,Bachelors,White,Male,0,False,1
40,Some college,White,Female,0,False,1
51,Doctorate,White,Male,1,True,1
26,Did not complete high school,White,Female,0,False,1
53,Associates,Black,Female,0,False,1
32,High school,White,Male,0,False,1
29,Some college,Asian-Pac-Islander,Male,0,False,1
42,High school,White,Male,0,False,1
22,Some college,White,Male,0,False,1
62,High school,White,Male,0,False,1
33,High school,White,Female,0,False,1
21,High school,Black,Male,0,False,1
46,Bachelors,White,Male,1,True,1
25,Did not complete high school,White,Male,0,False,1
29,Did not complete high school,White,Male,0,False,1
29,Bachelors,White,Male,0,False,1
33,Doctorate,White,Male,1,True,1
50,Associates,White,Male,0,False,1
22,High school,Amer-Indian-Eskimo,Female,0,False,1
40,High school,White,Male,0,False,1
28,High school,Amer-Indian-Eskimo,Male,0,False,1
54,High school,White,Male,0,False,1
29,High school,White,Male,0,False,1
49,High school,Black,Female,0,False,1
46,Did not complete high school,White,Female,0,False,1
71,Did not complete high school,White,Male,0,False,1
27,Some college,White,Male,0,False,1
56,High school,White,Female,0,False,1
64,High school,Asian-Pac-Islander,Male,1,True,1
23,Some college,White,Female,0,False,1
36,Bachelors,White,Male,1,True,1
39,Masters,White,Male,1,True,1
26,High school,White,Male,0,False,1
31,Associates,White,Male,0,False,1
36,Bachelors,White,Female,0,False,1
43,High school,White,Male,1,True,1
25,Some college,White,Female,0,False,1
27,High school,White,Male,0,False,1
24,Did not complete high school,White,Male,0,False,1
50,Associates,White,Male,0,False,1
30,High school,White,Male,0,False,1
24,Did not complete high school,White,Male,0,False,1
41,Masters,White,Female,1,True,1
29,Some college,White,Male,0,False,1
31,Some college,White,Male,0,False,1
54,Some college,White,Female,0,False,1
20,Did not complete high school,White,Female,0,False,1
37,High school,White,Male,0,False,1
28,High school,Black,Male,0,False,1
39,High school,White,Female,1,True,1
46,Some college,White,Female,0,False,1
35,Bachelors,White,Female,0,False,1
36,Some college,White,Male,1,True,1
34,High school,White,Male,0,False,1
44,Masters,White,Male,1,True,1
34,Bachelors,White,Male,0,False,1
28,High school,White,Male,1,True,1
38,Professional school,White,Male,1,True,1
64,Bachelors,White,Male,1,True,1
19,Some college,White,Female,0,False,1
35,Bachelors,White,Male,1,True,1
61,High school,White,Female,0,False,1
45,Some college,White,Female,0,False,1
36,High school,White,Male,0,False,1
34,High school,Black,Male,0,False,1
27,Associates,White,Male,0,False,1
22,Did not complete high school,White,Male,0,False,1
26,Bachelors,White,Female,0,False,1
19,Did not complete high school,White,Female,0,False,1
36,High school,White,Male,0,False,1
51,Bachelors,White,Male,1,True,1
63,High school,White,Male,1,True,1
51,High school,White,Male,0,False,1
20,Some college,White,Female,0,False,1
42,Associates,White,Male,0,False,1
40,Bachelors,White,Female,0,False,1
25,Some college,White,Male,0,False,1
40,Associates,White,Female,0,False,1
41,Bachelors,White,Female,1,True,1
49,High school,White,Male,0,False,1
46,High school,Black,Female,0,False,1
32,High school,White,Male,0,False,1
28,Some college,Black,Male,0,False,1
19,High school,Black,Male,0,False,1
19,High school,White,Female,0,False,1
18,Did not complete high school,Black,Male,0,False,1
39,High school,White,Male,0,False,1
60,Bachelors,White,Female,0,False,1
46,Bachelors,White,Female,0,False,1
38,Did not complete high school,White,Female,1,True,1
36,High school,White,Male,1,True,1
45,Some college,White,Male,0,False,1
60,Bachelors,White,Female,0,False,1
30,Did not complete high school,White,Male,0,False,1
22,Some college,White,Female,0,False,1
23,Some college,White,Male,0,False,1
48,Some college,Black,Female,0,False,1
46,High school,White,Female,0,False,1
43,Masters,White,Male,1,True,1
25,High school,Other,Male,0,False,1
50,Some college,White,Male,0,False,1
61,High school,White,Male,0,False,1
35,Bachelors,White,Male,0,False,1
65,Some college,White,Female,0,False,1
56,High school,Asian-Pac-Islander,Male,0,False,1
43,Bachelors,Asian-Pac-Islander,Female,0,False,1
55,High school,White,Male,0,False,1
22,Some college,White,Female,0,False,1
40,Some college,White,Male,0,False,1
35,High school,White,Male,0,False,1
22,Some college,White,Male,0,False,1
20,Did not complete high school,White,Male,0,False,1
46,Did not complete high school,White,Male,1,True,1
43,High school,White,Male,0,False,1
46,High school,Black,Female,0,False,1
39,Did not complete high school,Black,Male,0,False,1
34,High school,White,Female,0,False,1
35,High school,White,Female,0,False,1
30,High school,White,Male,0,False,1
25,High school,Black,Male,0,False,1
44,Masters,White,Male,1,True,1
35,High school,White,Female,0,False,1
41,High school,White,Male,0,False,1
43,Bachelors,White,Male,1,True,1
32,Some college,White,Female,0,False,1
50,Did not complete high school,White,Male,0,False,1
20,Some college,White,Female,0,False,1
29,High school,White,Female,0,False,1
38,Professional school,White,Male,1,True,1
20,Did not complete high school,White,Male,0,False,1
41,High school,Black,Female,0,False,1
27,Some college,White,Female,0,False,1
37,Did not complete high school,White,Male,0,False,1
62,Masters,White,Female,0,False,1
31,Did not complete high school,White,Male,0,False,1
49,Some college,Asian-Pac-Islander,Female,0,False,1
33,Bachelors,Black,Female,0,False,1
31,High school,White,Male,1,True,1
19,Some college,White,Female,0,False,1
44,Did not complete high school,White,Male,0,False,1
31,Some college,White,Male,1,True,1
62,High school,White,Female,0,False,1
65,Some college,White,Male,1,True,1
17,Did not complete high school,White,Male,0,False,1
60,High school,White,Male,1,True,1
31,Did not complete high school,White,Male,0,False,1
29,Some college,Black,Female,0,False,1
53,High school,White,Male,1,True,1
44,Some college,White,Male,1,True,1
43,Did not complete high school,White,Male,0,False,1
40,Some college,White,Male,0,False,1
18,Did not complete high school,Black,Female,0,False,1
47,High school,White,Female,0,False,1
38,Bachelors,White,Male,0,False,1
37,Associates,White,Female,0,False,1
40,Some college,Amer-Indian-Eskimo,Female,0,False,1
57,High school,Black,Male,1,True,1
43,High school,White,Female,0,False,1
32,Bachelors,Other,Male,0,False,1
64,Some college,White,Male,0,False,1
18,Did not complete high school,White,Female,0,False,1
40,Bachelors,White,Male,0,False,1
17,Did not complete high school,Black,Female,0,False,1
23,High school,White,Male,0,False,1
45,Associates,Black,Female,0,False,1
45,Masters,White,Female,0,False,1
27,Did not complete high school,White,Male,0,False,1
23,Some college,White,Male,0,False,1
58,High school,Asian-Pac-Islander,Male,0,False,1
35,High school,White,Female,0,False,1
47,Masters,White,Male,1,True,1
33,High school,White,Male,0,False,1
27,Bachelors,Asian-Pac-Islander,Male,1,True,1
46,Associates,White,Male,1,True,1
24,Some college,White,Male,0,False,1
40,Some college,White,Male,1,True,1
44,High school,White,Female,0,False,1
31,Bachelors,White,Male,1,True,1
37,Associates,White,Male,1,True,1
23,Associates,White,Female,0,False,1
30,Bachelors,White,Male,1,True,1
31,Some college,Black,Male,0,False,1
24,High school,White,Female,0,False,1
32,Some college,White,Male,0,False,1
27,High school,White,Male,0,False,1
35,High school,Amer-Indian-Eskimo,Male,0,False,1
27,Bachelors,White,Male,0,False,1
30,Bachelors,White,Male,0,False,1
33,High school,White,Male,0,False,1
34,Doctorate,White,Male,1,True,1
29,Some college,White,Male,0,False,1
26,Masters,White,Female,0,False,1
39,High school,White,Male,0,False,1
37,Some college,White,Male,1,True,1
51,Some college,White,Female,1,True,1
40,Some college,White,Male,1,True,1
53,Did not complete high school,Asian-Pac-Islander,Male,0,False,1
58,Some college,Asian-Pac-Islander,Male,1,True,1
29,Bachelors,White,Male,1,True,1
33,High school,Other,Male,0,False,1
57,Masters,White,Male,1,True,1
69,High school,White,Male,0,False,1
20,Some college,White,Female,0,False,1
56,High school,White,Female,0,False,1
49,Did not complete high school,White,Male,0,False,1
34,High school,White,Male,0,False,1
70,High school,White,Male,0,False,1
44,Bachelors,White,Female,0,False,1
37,Bachelors,White,Male,1,True,1
58,Bachelors,White,Male,0,False,1
42,Some college,White,Female,0,False,1
41,High school,White,Male,0,False,1
28,High school,White,Female,0,False,1
47,Masters,White,Male,1,True,1
24,High school,White,Female,0,False,1
58,High school,White,Male,1,True,1
18,High school,White,Female,0,False,1
50,Some college,White,Male,1,True,1
69,Some college,White,Female,0,False,1
84,Masters,White,Male,0,False,1
47,Bachelors,White,Male,1,True,1
19,Did not complete high school,White,Male,0,False,1
24,Some college,Black,Male,0,False,1
48,Bachelors,White,Male,0,False,1
53,High school,White,Male,0,False,1
58,Some college,White,Male,0,False,1
22,Some college,White,Male,0,False,1
36,Some college,White,Male,0,False,1
34,Did not complete high school,White,Female,0,False,1
43,Did not complete high school,White,Female,0,False,1
37,High school,White,Male,0,False,1
43,Professional school,White,Male,1,True,1
42,Some college,White,Female,1,True,1
21,Some college,White,Male,0,False,1
49,High school,White,Male,0,False,1
35,High school,Black,Male,0,False,1
49,Some college,White,Female,0,False,1
28,Some college,Black,Male,0,False,1
51,Did not complete high school,White,Male,0,False,1
30,Bachelors,White,Female,0,False,1
19,Did not complete high school,White,Male,1,True,1
56,Did not complete high school,White,Male,0,False,1
20,High school,White,Male,0,False,1
22,Some college,White,Female,0,False,1
33,High school,White,Male,1,True,1
54,High school,White,Male,0,False,1
22,Some college,White,Male,0,False,1
68,Some college,White,Female,0,False,1
56,Bachelors,White,Female,0,False,1
23,High school,White,Male,0,False,1
69,Did not complete high school,White,Male,0,False,1
41,Bachelors,White,Male,0,False,1
33,High school,Black,Female,0,False,1
18,Did not complete high school,White,Female,0,False,1
17,Did not complete high school,Black,Male,0,False,1
31,Did not complete high school,Black,Male,0,False,1
50,Some college,White,Male,1,True,1
62,Did not complete high school,White,Female,0,False,1
41,High school,White,Female,0,False,1
20,High school,White,Female,0,False,1
23,Associates,White,Male,0,False,1
18,High school,White,Male,0,False,1
53,Did not complete high school,White,Male,0,False,1
42,Did not complete high school,White,Male,0,False,1
23,Bachelors,White,Male,0,False,1
43,High school,White,Female,0,False,1
47,High school,White,Male,0,False,1
53,Did not complete high school,White,Male,0,False,1
28,Did not complete high school,White,Male,0,False,1
28,Some college,White,Male,0,False,1
44,Some college,White,Male,0,False,1
58,High school,White,Male,0,False,1
25,Did not complete high school,White,Female,0,False,1
26,High school,White,Female,0,False,1
36,Some college,White,Male,0,False,1
27,High school,White,Female,0,False,1
39,Doctorate,White,Male,1,True,1
25,Bachelors,White,Male,0,False,1
17,Did not complete high school,White,Female,0,False,1
39,Bachelors,White,Male,0,False,1
52,High school,White,Male,0,False,1
24,Bachelors,White,Female,0,False,1
26,Associates,White,Male,0,False,1
24,Bachelors,White,Female,0,False,1
32,High school,White,Male,1,True,1
49,Masters,White,Male,1,True,1
20,Some college,White,Female,0,False,1
40,Did not complete high school,White,Male,0,False,1
52,Professional school,White,Male,1,True,1
33,High school,White,Male,0,False,1
19,High school,White,Male,0,False,1
37,Associates,White,Male,0,False,1
21,Some college,White,Female,0,False,1
33,Some college,White,Male,0,False,1
28,Associates,White,Female,0,False,1
48,High school,White,Male,0,False,1
43,Bachelors,White,Male,0,False,1
32,High school,White,Male,0,False,1
28,High school,White,Male,0,False,1
47,Bachelors,Asian-Pac-Islander,Male,0,False,1
37,Bachelors,White,Male,1,True,1
26,Some college,Black,Male,0,False,1
55,High school,White,Male,0,False,1
40,Associates,White,Female,0,False,1
31,Bachelors,White,Male,1,True,1
39,High school,White,Male,1,True,1
54,Some college,White,Male,1,True,1
38,Some college,Asian-Pac-Islander,Male,0,False,1
53,High school,White,Male,0,False,1
27,Associates,White,Female,0,False,1
42,Bachelors,White,Male,1,True,1
62,Some college,White,Female,0,False,1
47,Did not complete high school,White,Male,0,False,1
26,Bachelors,White,Female,0,False,1
33,High school,Black,Female,0,False,1
59,Some college,White,Male,0,False,1
42,High school,White,Female,0,False,1
25,Bachelors,White,Male,1,True,1
58,High school,White,Male,0,False,1
30,Some college,White,Female,0,False,1
21,Some college,White,Female,0,False,1
61,High school,White,Male,0,False,1
33,Associates,White,Male,0,False,1
51,Masters,White,Male,1,True,1
70,Some college,White,Female,0,False,1
55,High school,White,Male,1,True,1
29,Some college,White,Male,0,False,1
46,Masters,White,Female,0,False,1
35,Some college,Asian-Pac-Islander,Female,0,False,1
31,High school,White,Male,1,True,1
37,Some college,White,Male,1,True,1
43,Some college,White,Male,1,True,1
23,High school,White,Male,0,False,1
41,High school,White,Male,1,True,1
42,Bachelors,White,Female,1,True,1
26,Did not complete high school,White,Female,0,False,1
45,Some college,White,Male,1,True,1
25,Associates,White,Male,0,False,1
33,Did not complete high school,White,Male,0,False,1
38,Bachelors,White,Male,1,True,1
28,High school,White,Female,0,False,1
68,Associates,White,Male,0,False,1
42,High school,White,Male,1,True,1
35,Masters,White,Male,0,False,1
36,Some college,White,Female,0,False,1
33,High school,White,Male,0,False,1
22,Some college,White,Female,0,False,1
45,Bachelors,White,Male,1,True,1
24,Some college,White,Female,0,False,1
57,Did not complete high school,White,Male,0,False,1
36,High school,White,Male,1,True,1
41,High school,White,Female,0,False,1
26,Some college,White,Female,0,False,1
25,Some college,White,Female,0,False,1
53,Some college,White,Male,0,False,1
28,Associates,White,Male,0,False,1
30,Masters,White,Female,0,False,1
38,Did not complete high school,White,Male,0,False,1
37,Some college,White,Male,0,False,1
30,Masters,White,Male,0,False,1
41,High school,Black,Female,0,False,1
29,Some college,Black,Male,0,False,1
31,Some college,White,Male,0,False,1
36,High school,White,Male,0,False,1
59,High school,White,Male,0,False,1
33,High school,White,Male,0,False,1
29,High school,White,Male,1,True,1
49,Some college,White,Male,1,True,1
50,Did not complete high school,White,Male,0,False,1
33,Bachelors,White,Male,1,True,1
28,Did not complete high school,White,Male,0,False,1
81,High school,White,Female,0,False,1
24,Some college,White,Female,0,False,1
32,Some college,White,Male,0,False,1
47,High school,Black,Male,1,True,1
44,High school,Black,Male,0,False,1
24,Some college,White,Male,0,False,1
37,Some college,White,Female,1,True,1
51,Bachelors,White,Male,1,True,1
52,High school,White,Male,0,False,1
22,Some college,White,Female,0,False,1
28,Associates,Other,Male,0,False,1
47,Some college,White,Male,0,False,1
43,High school,White,Male,0,False,1
25,High school,White,Male,0,False,1
43,Some college,White,Male,1,True,1
25,Bachelors,White,Female,0,False,1
59,Masters,White,Male,0,False,1
29,Associates,White,Female,0,False,1
30,Did not complete high school,White,Female,0,False,1
24,Some college,Other,Female,0,False,1
38,Bachelors,White,Male,0,False,1
37,High school,White,Male,1,True,1
26,Did not complete high school,White,Male,0,False,1
30,High school,White,Female,0,False,1
73,Masters,White,Male,1,True,1
30,High school,Black,Male,0,False,1
33,High school,White,Male,0,False,1
46,Some college,White,Male,0,False,1
40,High school,Black,Female,0,False,1
18,Did not complete high school,White,Male,0,False,1
35,Bachelors,White,Female,1,True,1
22,High school,White,Female,0,False,1
50,High school,Black,Male,0,False,1
62,Did not complete high school,Black,Male,0,False,1
39,Bachelors,White,Male,1,True,1
22,Some college,White,Male,0,False,1
33,High school,Black,Female,0,False,1
31,High school,Asian-Pac-Islander,Female,0,False,1
29,Bachelors,White,Male,0,False,1
38,Some college,White,Male,1,True,1
24,Bachelors,White,Female,0,False,1
29,High school,White,Female,0,False,1
49,Masters,White,Male,1,True,1
33,Did not complete high school,White,Male,0,False,1
28,High school,White,Male,0,False,1
22,Bachelors,White,Female,0,False,1
37,High school,White,Male,0,False,1
30,High school,White,Male,0,False,1
49,Did not complete high school,White,Male,0,False,1
29,High school,White,Male,0,False,1
25,High school,White,Female,0,False,1
36,High school,White,Female,0,False,1
36,Doctorate,White,Male,0,False,1
21,High school,White,Male,0,False,1
18,Some college,White,Female,0,False,1
30,Associates,White,Male,0,False,1
44,Some college,Black,Female,0,False,1
40,Some college,White,Male,0,False,1
43,High school,White,Male,0,False,1
45,Bachelors,White,Male,1,True,1
29,Some college,Asian-Pac-Islander,Female,0,False,1
40,Some college,White,Female,0,False,1
43,Some college,White,Male,0,False,1
20,Some college,White,Female,0,False,1
32,Bachelors,White,Male,0,False,1
19,Some college,White,Female,0,False,1
21,High school,White,Male,0,False,1
23,Associates,White,Male,0,False,1
24,Did not complete high school,Black,Female,0,False,1
52,Associates,White,Male,0,False,1
51,Some college,White,Female,0,False,1
19,Some college,White,Male,0,False,1
54,Some college,White,Male,1,True,1
50,High school,White,Female,0,False,1
29,Some college,White,Male,0,False,1
17,Did not complete high school,White,Male,0,False,1
47,High school,White,Female,0,False,1
46,Bachelors,Black,Female,0,False,1
30,Some college,White,Male,0,False,1
58,Some college,White,Female,0,False,1
48,Bachelors,Black,Female,0,False,1
23,Some college,White,Male,0,False,1
23,Associates,White,Female,0,False,1
45,High school,White,Male,0,False,1
20,Some college,Black,Male,0,False,1
26,Did not complete high school,White,Male,0,False,1
50,Bachelors,White,Female,1,True,1
49,High school,White,Male,1,True,1
26,Some college,White,Male,0,False,1
47,Professional school,White,Male,0,False,1
31,Did not complete high school,White,Male,0,False,1
19,Some college,White,Female,0,False,1
23,Did not complete high school,White,Male,0,False,1
35,High school,White,Male,0,False,1
46,Some college,White,Male,1,True,1
28,Did not complete high school,White,Male,0,False,1
58,Some college,White,Male,1,True,1
21,High school,White,Female,0,False,1
50,Did not complete high school,White,Female,0,False,1
30,Did not complete high school,White,Female,0,False,1
31,Bachelors,White,Female,0,False,1
31,Bachelors,White,Female,0,False,1
35,High school,White,Male,1,True,1
33,Doctorate,White,Male,1,True,1
34,Masters,White,Male,1,True,1
67,Professional school,White,Male,1,True,1
37,High school,White,Male,1,True,1
48,Masters,White,Male,1,True,1
34,Bachelors,Asian-Pac-Islander,Male,0,False,1
24,Some college,White,Male,0,False,1
55,High school,White,Female,0,False,1
50,High school,White,Male,1,True,1
40,Bachelors,White,Male,1,True,1
33,Bachelors,White,Male,0,False,1
51,Some college,White,Male,0,False,1
30,Some college,White,Male,0,False,1
41,High school,White,Male,0,False,1
47,Associates,White,Male,1,True,1
27,Did not complete high school,White,Male,0,False,1
37,Bachelors,White,Female,1,True,1
40,Associates,White,Male,0,False,1
36,High school,White,Male,0,False,1
37,High school,Black,Male,0,False,1
38,Professional school,White,Male,1,True,1
40,Some college,White,Male,0,False,1
35,Bachelors,White,Female,0,False,1
47,High school,White,Female,1,True,1
20,Some college,White,Male,0,False,1
33,Masters,White,Male,1,True,1
45,Some college,White,Female,0,False,1
66,Some college,White,Male,1,True,1
35,High school,Black,Female,0,False,1
32,Did not complete high school,White,Male,0,False,1
23,Some college,Black,Male,0,False,1
19,High school,White,Female,0,False,1
44,Some college,White,Male,0,False,1
20,High school,Black,Male,0,False,1
44,Bachelors,White,Male,0,False,1
41,High school,White,Male,0,False,1
19,Some college,White,Female,0,False,1
48,High school,White,Female,0,False,1
45,Some college,White,Male,1,True,1
40,Did not complete high school,Asian-Pac-Islander,Male,0,False,1
34,High school,White,Male,1,True,1
20,Some college,Other,Female,0,False,1
33,Some college,White,Female,0,False,1
30,High school,White,Female,0,False,1
23,Some college,White,Male,0,False,1
34,Did not complete high school,White,Female,0,False,1
48,Some college,White,Male,1,True,1
32,Did not complete high school,White,Female,0,False,1
42,Some college,Black,Male,1,True,1
22,High school,Asian-Pac-Islander,Male,0,False,1
60,High school,White,Male,1,True,1
42,Bachelors,White,Male,1,True,1
45,Bachelors,White,Female,0,False,1
47,High school,White,Female,0,False,1
29,Masters,White,Female,1,True,1
34,Bachelors,White,Male,0,False,1
34,Bachelors,White,Female,1,True,1
39,High school,White,Male,0,False,1
29,Some college,White,Female,0,False,1
42,Some college,White,Male,0,False,1
48,Did not complete high school,Black,Female,0,False,1
53,Bachelors,Black,Male,1,True,1
51,Some college,White,Female,0,False,1
44,Bachelors,White,Male,0,False,1
46,Associates,White,Male,1,True,1
51,Doctorate,White,Female,1,True,1
32,Some college,White,Female,0,False,1
22,High school,Black,Male,0,False,1
24,Some college,White,Male,0,False,1
33,Associates,Black,Female,0,False,1
47,High school,White,Male,0,False,1
64,Masters,White,Male,0,False,1
62,Bachelors,White,Male,1,True,1
52,High school,White,Male,1,True,1
39,High school,White,Female,0,False,1
42,High school,White,Male,0,False,1
38,Bachelors,White,Male,1,True,1
55,Did not complete high school,White,Male,0,False,1
29,High school,White,Female,0,False,1
42,Associates,White,Female,0,False,1
30,Associates,White,Female,1,True,1
32,Did not complete high school,White,Male,0,False,1
36,High school,White,Male,0,False,1
50,Did not complete high school,Black,Female,0,False,1
27,High school,Asian-Pac-Islander,Male,0,False,1
47,High school,White,Male,0,False,1
